N,P,K,temperature,humidity,ph,rainfall,label
24.4,24.9,6.3,15.99,93.47,7.5,116.93,orange
23.6,24.1,10.1,33.28,94.84,7.52,106.2,orange
13.9,16.0,9.5,32.56,90.5,6.46,115.04,orange
11.9,11.4,8.9,27.45,90.79,7.55,108.95,orange
28.3,14.4,7.8,17.84,90.02,6.96,102.14,orange
17.8,16.8,7.8,18.5,93.87,7.7,102.01,orange
13.1,24.2,5.4,34.55,90.02,7.57,106.15,orange
28.8,11.3,11.5,16.6,91.21,7.39,110.57,orange
28.6,13.6,13.7,23.98,94.9,7.73,106.58,orange
27.7,22.0,7.1,27.49,90.36,7.51,103.49,orange
11.4,13.0,10.8,32.1,94.87,6.79,101.21,orange
25.0,16.3,9.5,21.19,92.51,6.61,115.14,orange
20.9,22.5,10.4,19.77,94.26,7.0,104.14,orange
22.5,12.2,13.4,24.07,93.63,6.17,107.92,orange
29.7,21.2,6.6,20.56,91.65,7.17,115.14,orange
25.0,15.2,13.1,23.74,90.62,7.02,119.05,orange
25.9,16.6,11.5,33.61,92.14,6.6,119.54,orange
27.3,11.5,9.6,23.3,90.75,7.72,108.09,orange
27.5,8.8,10.5,15.48,93.82,7.05,112.51,orange
11.0,9.2,5.7,20.78,93.14,7.02,112.24,orange
21.0,10.5,7.4,17.74,94.25,7.11,103.73,orange
13.5,22.5,12.4,28.19,92.03,6.47,119.59,orange
25.9,11.0,13.5,30.18,91.49,6.77,103.72,orange
12.2,19.5,7.7,31.4,94.98,6.14,109.46,orange
26.0,20.8,12.6,21.98,92.27,7.07,119.48,orange
16.6,23.5,7.7,34.78,93.35,6.83,112.27,orange
15.5,10.5,6.1,17.28,91.74,7.37,112.16,orange
12.1,22.0,11.0,34.22,93.35,6.32,109.48,orange
23.0,5.6,5.1,17.59,91.26,6.77,109.75,orange
12.8,18.5,11.0,20.89,90.07,6.14,107.83,orange
13.1,12.5,11.3,25.94,91.16,6.62,112.28,orange
27.2,20.1,10.5,22.25,91.83,7.58,100.78,orange
29.8,18.3,11.8,15.76,93.03,6.87,102.12,orange
15.6,22.8,10.5,23.27,90.36,7.29,114.06,orange
22.3,15.2,9.3,26.87,91.17,7.69,111.78,orange
16.2,14.0,13.1,18.23,91.46,7.22,106.31,orange
25.9,7.6,12.6,16.37,90.06,7.62,111.63,orange
17.0,9.7,11.2,25.18,94.96,7.77,112.7,orange
18.9,14.8,11.8,17.03,91.64,6.14,101.47,orange
13.9,14.7,12.8,24.71,91.68,6.15,111.01,orange
15.4,17.3,14.8,17.23,91.06,6.85,119.37,orange
25.4,23.0,8.3,34.84,90.51,6.1,117.11,orange
28.5,6.8,6.1,15.66,90.52,6.38,119.4,orange
23.4,20.6,12.8,25.7,93.99,7.07,106.29,orange
21.2,15.7,13.2,34.63,92.06,7.37,102.0,orange
25.5,12.4,5.4,22.26,93.05,6.21,118.48,orange
11.6,23.6,12.1,21.59,91.95,7.33,112.03,orange
23.4,12.8,9.9,34.8,91.07,6.75,105.84,orange
25.3,20.3,7.9,16.63,90.06,6.77,108.21,orange
29.8,14.4,7.6,32.82,92.46,7.08,101.91,orange
17.7,23.9,10.9,21.89,93.13,7.64,105.48,orange
20.1,24.2,6.7,29.39,93.07,7.22,107.02,orange
16.3,18.7,7.2,23.39,90.94,6.01,119.4,orange
18.6,24.4,6.4,26.75,91.0,7.42,115.67,orange
12.3,23.2,6.9,27.26,94.93,7.59,119.13,orange
16.9,7.1,6.9,25.01,93.97,6.27,113.19,orange
16.5,11.8,11.6,24.34,94.06,6.28,115.8,orange
11.3,8.9,11.6,32.1,91.26,6.59,110.74,orange
14.2,21.2,12.7,17.91,92.32,7.39,106.75,orange
22.7,6.0,11.1,18.05,94.15,6.64,105.63,orange
26.8,6.0,9.0,22.4,91.42,7.64,115.02,orange
11.3,19.3,10.3,33.02,91.56,7.03,110.02,orange
19.8,14.1,7.1,30.11,92.26,7.73,105.22,orange
23.7,23.8,11.6,32.43,94.14,6.65,112.0,orange
13.1,15.7,7.3,29.87,92.64,6.74,105.38,orange
30.0,6.4,5.4,19.35,94.86,7.76,113.1,orange
27.6,9.3,14.7,17.86,90.51,6.2,111.46,orange
25.6,12.3,14.8,23.69,90.75,6.84,113.58,orange
26.6,14.2,10.9,20.35,93.23,7.77,100.98,orange
27.7,16.2,7.5,34.1,92.42,6.6,103.63,orange
14.9,21.7,11.1,33.26,91.16,6.22,100.12,orange
20.2,25.0,11.9,21.17,94.38,7.41,100.31,orange
26.3,11.0,6.5,19.53,92.34,6.76,105.78,orange
13.4,20.2,14.9,30.56,91.48,6.44,104.35,orange
12.7,16.0,11.1,29.11,93.4,6.53,106.61,orange
23.6,12.0,7.1,22.49,91.36,6.16,116.6,orange
27.1,9.4,5.6,29.78,91.06,6.71,101.28,orange
14.5,20.9,13.0,19.14,91.68,6.24,101.48,orange
29.8,18.1,10.4,30.31,94.2,7.45,100.33,orange
13.7,18.1,8.8,34.65,93.33,7.72,104.03,orange
27.3,11.4,14.9,18.15,92.58,7.43,108.65,orange
19.4,24.7,9.3,27.08,90.27,7.52,112.96,orange
18.1,5.3,10.9,15.25,90.01,7.11,103.78,orange
13.8,18.1,5.5,21.27,90.75,7.04,113.24,orange
24.4,10.1,5.9,16.57,92.13,7.7,104.35,orange
15.1,7.0,11.1,28.6,93.21,7.55,109.73,orange
12.7,10.8,11.6,27.26,92.66,7.23,112.75,orange
27.6,16.7,12.8,19.97,93.39,7.62,107.71,orange
25.6,19.5,5.6,26.63,90.65,7.74,116.23,orange
12.2,7.4,10.9,21.9,90.17,6.97,107.76,orange
12.0,21.0,14.2,30.13,94.11,6.39,105.27,orange
14.2,20.3,14.5,29.34,94.41,7.15,107.75,orange
18.5,6.5,5.3,28.91,92.19,6.99,111.15,orange
45.5,64.5,49.7,33.88,94.1,6.73,206.4,papaya
57.9,72.3,53.9,32.7,90.17,6.63,170.66,papaya
58.2,68.0,45.8,31.35,90.78,6.82,220.9,papaya
57.2,73.8,47.0,33.1,91.2,6.68,240.61,papaya
51.5,69.8,49.9,30.29,90.32,6.77,219.07,papaya
44.3,69.4,53.1,34.12,93.73,6.7,214.62,papaya
55.3,74.8,48.5,34.11,90.83,6.6,216.27,papaya
58.3,62.9,46.8,32.85,92.28,6.65,165.69,papaya
54.7,55.2,50.4,37.94,91.33,6.8,213.58,papaya
53.1,63.9,48.5,38.36,93.79,6.66,151.33,papaya
41.4,56.9,50.8,30.52,91.68,6.88,172.38,papaya
55.3,69.9,47.5,37.29,93.74,6.7,163.15,papaya
50.4,73.4,51.4,31.73,93.41,6.71,205.07,papaya
54.7,65.3,53.1,37.22,93.08,6.58,231.95,papaya
58.7,57.7,49.9,32.59,93.77,6.86,155.5,papaya
57.5,58.6,53.0,34.57,91.64,6.58,158.44,papaya
53.2,66.0,46.2,31.13,90.36,6.87,218.31,papaya
41.2,66.2,45.8,39.04,94.54,6.85,241.88,papaya
56.2,71.6,50.7,33.06,91.09,6.66,209.13,papaya
43.5,60.2,49.7,32.33,92.94,6.96,222.29,papaya
53.3,66.7,49.9,31.87,94.47,6.62,150.04,papaya
55.0,58.5,48.7,30.28,90.69,6.59,145.99,papaya
53.1,71.7,48.7,38.75,91.07,6.66,156.58,papaya
52.4,63.4,51.1,37.62,92.73,6.81,242.88,papaya
46.0,62.2,52.2,36.11,90.89,6.69,191.46,papaya
48.4,58.6,54.2,37.62,92.41,6.84,238.7,papaya
42.7,60.0,50.4,37.99,90.18,6.99,190.04,papaya
47.2,60.9,46.7,37.92,94.78,6.71,244.77,papaya
56.5,64.6,51.7,34.35,92.79,6.53,216.59,papaya
41.1,71.3,53.2,32.37,91.62,6.74,205.63,papaya
45.7,66.8,48.0,30.55,90.01,6.55,227.15,papaya
59.2,63.5,50.1,31.47,92.76,6.57,207.23,papaya
58.7,58.9,52.6,30.24,91.88,6.56,178.77,papaya
43.5,62.5,49.2,33.01,93.28,6.96,184.07,papaya
43.8,60.4,53.5,35.72,92.28,6.57,189.47,papaya
45.6,73.9,53.8,30.84,92.58,6.61,185.19,papaya
57.5,65.6,48.3,32.08,94.0,6.81,191.49,papaya
44.3,61.7,54.6,35.2,92.0,6.76,225.69,papaya
46.8,58.6,50.8,36.65,93.56,6.94,180.83,papaya
41.5,74.2,49.4,36.23,93.33,6.77,162.58,papaya
55.1,71.1,50.5,34.89,90.57,6.54,177.35,papaya
46.2,74.1,52.8,36.6,92.59,6.58,247.63,papaya
47.5,57.1,49.9,38.74,94.44,6.51,237.49,papaya
45.4,55.8,53.5,38.64,92.98,6.79,229.44,papaya
55.7,72.8,50.5,39.68,94.98,6.56,233.45,papaya
50.0,62.8,51.1,30.56,92.53,6.94,163.48,papaya
48.5,73.8,49.3,33.58,92.2,6.76,209.52,papaya
56.0,64.0,53.2,35.34,91.69,6.83,218.95,papaya
51.2,56.1,46.7,32.85,91.41,6.84,142.02,papaya
55.1,60.3,48.1,35.28,91.08,6.94,149.39,papaya
48.9,72.0,51.2,32.92,92.1,6.85,247.06,papaya
57.9,61.8,55.0,30.04,90.14,6.91,161.94,papaya
41.2,59.7,49.3,37.31,93.12,6.62,195.36,papaya
58.5,71.3,48.2,39.82,93.54,6.53,143.87,papaya
43.4,69.6,46.8,35.11,90.47,6.96,177.84,papaya
58.2,73.9,45.1,34.64,90.12,6.95,197.02,papaya
41.5,57.2,48.8,39.4,93.46,6.93,180.31,papaya
40.9,74.5,45.2,39.48,91.84,6.51,215.81,papaya
59.6,74.3,46.6,31.81,92.83,6.82,221.34,papaya
43.6,74.2,51.4,38.47,92.7,6.71,247.49,papaya
51.6,72.3,54.5,36.75,92.74,6.5,144.4,papaya
44.0,58.7,47.5,33.05,91.8,6.71,150.88,papaya
40.8,68.5,50.4,34.44,93.17,6.91,187.05,papaya
52.8,74.1,53.4,34.26,93.22,6.59,201.66,papaya
59.6,65.4,54.3,34.07,94.99,6.79,144.65,papaya
51.7,60.5,45.3,38.21,91.38,6.9,171.7,papaya
43.9,74.5,48.6,36.01,93.05,6.78,240.62,papaya
53.5,63.1,53.6,31.81,92.72,6.98,208.79,papaya
56.3,68.1,53.4,39.44,91.36,6.58,193.24,papaya
54.0,59.5,45.0,33.43,94.84,6.85,184.15,papaya
43.9,62.1,46.7,31.06,94.53,7.0,158.05,papaya
41.1,61.6,49.6,32.05,91.51,6.6,225.17,papaya
54.3,67.7,48.9,39.09,94.85,6.59,164.53,papaya
50.5,56.8,49.4,35.82,92.61,6.67,199.67,papaya
59.2,59.1,51.5,30.43,90.33,6.78,151.54,papaya
40.4,58.4,50.6,37.03,91.01,6.83,160.07,papaya
52.3,63.2,51.5,39.95,94.69,6.5,237.4,papaya
41.3,74.1,47.8,33.82,90.46,6.56,219.94,papaya
58.9,67.2,52.2,37.62,91.31,6.52,140.21,papaya
47.0,59.8,45.6,31.8,90.62,6.96,155.43,papaya
50.8,66.9,50.4,30.99,91.59,6.53,183.52,papaya
43.8,66.2,51.9,35.32,92.17,6.69,232.59,papaya
44.4,69.7,52.6,34.19,91.49,6.74,150.25,papaya
40.9,57.2,46.9,35.04,94.25,6.62,242.87,papaya
59.1,74.2,53.4,33.64,90.36,6.78,201.45,papaya
57.0,74.9,50.1,33.45,90.93,6.5,196.0,papaya
51.1,71.5,50.0,39.16,93.14,6.92,156.31,papaya
57.1,68.5,46.7,31.9,94.63,6.52,190.88,papaya
46.3,68.3,53.4,33.6,92.13,6.99,226.23,papaya
57.9,63.8,47.3,34.12,93.58,6.55,169.75,papaya
40.9,63.6,53.3,30.25,93.38,6.97,166.06,papaya
53.9,74.5,54.6,32.35,90.5,6.57,217.22,papaya
54.5,68.5,48.4,31.7,92.9,6.74,220.17,papaya
48.8,61.8,47.9,32.11,91.33,6.55,178.15,papaya
40.7,58.7,52.5,33.25,93.34,6.86,203.93,papaya
59.2,55.4,52.4,39.59,94.31,6.58,175.95,papaya
43.4,67.0,52.1,33.17,92.7,6.85,186.35,papaya
57.1,70.4,45.6,36.21,91.18,6.78,245.26,papaya
57.6,63.1,47.9,32.34,92.66,6.56,200.42,papaya
40.0,61.5,47.2,39.71,93.64,6.67,150.21,papaya
25.3,9.3,30.4,29.18,98.08,6.13,181.4,coconut
33.5,23.6,30.1,26.53,97.3,5.69,190.45,coconut
25.0,7.1,27.0,27.4,99.44,6.07,194.75,coconut
21.8,16.4,29.5,28.3,95.25,5.99,158.12,coconut
21.5,24.2,26.8,26.56,97.55,6.36,169.58,coconut
29.9,22.1,28.1,26.96,96.78,6.33,134.21,coconut
21.2,18.6,30.7,27.18,97.7,5.7,170.92,coconut
25.0,23.0,27.6,29.34,98.22,5.52,198.84,coconut
15.7,24.9,33.7,26.49,96.29,5.88,163.84,coconut
22.4,11.4,31.2,25.82,99.23,6.31,175.27,coconut
32.1,9.9,25.2,28.1,97.29,6.07,215.44,coconut
34.4,17.7,32.6,25.42,95.8,6.23,170.98,coconut
23.9,11.2,31.1,25.93,98.13,5.67,136.06,coconut
21.6,9.6,33.9,25.27,95.88,6.05,175.7,coconut
15.9,5.1,34.9,28.29,96.83,5.97,155.32,coconut
21.9,18.0,33.8,25.92,99.2,5.62,150.42,coconut
15.7,7.8,34.2,27.3,95.39,6.46,213.5,coconut
30.1,23.7,27.2,29.18,98.45,6.37,205.71,coconut
21.9,20.5,27.6,26.64,95.54,6.44,157.65,coconut
25.4,12.8,34.6,26.68,98.89,6.36,171.38,coconut
22.6,20.0,34.1,28.77,96.14,6.39,166.82,coconut
26.5,21.6,26.9,28.92,97.98,6.39,146.34,coconut
23.4,21.7,25.2,25.56,99.95,5.78,222.68,coconut
18.7,12.2,32.5,28.29,97.91,6.03,210.13,coconut
19.7,13.8,26.6,27.98,96.25,5.83,174.77,coconut
15.5,6.8,31.9,27.14,99.32,6.19,130.77,coconut
27.3,6.9,32.8,29.96,97.66,6.18,152.54,coconut
23.8,22.1,26.7,26.33,97.23,6.21,165.71,coconut
33.6,6.9,28.7,28.54,96.13,6.16,145.6,coconut
16.1,7.4,34.3,27.76,98.98,5.83,186.3,coconut
24.9,23.9,32.5,28.65,95.23,6.05,174.36,coconut
33.6,10.1,27.7,27.06,96.22,5.63,211.45,coconut
26.2,22.2,33.3,26.41,97.74,5.58,216.95,coconut
23.1,12.9,28.0,27.3,96.26,5.87,205.99,coconut
31.7,11.1,29.7,29.37,95.26,6.39,150.82,coconut
28.6,16.7,30.5,29.3,95.51,5.85,181.13,coconut
31.2,9.3,33.0,27.0,95.94,6.26,138.64,coconut
25.3,6.3,28.6,28.01,97.78,5.9,170.76,coconut
19.5,14.1,34.5,29.25,95.73,5.53,218.68,coconut
25.5,15.8,32.8,26.57,97.41,6.47,193.85,coconut
18.1,7.7,27.0,28.83,96.48,5.52,219.7,coconut
18.4,5.2,27.4,26.18,97.11,6.42,213.52,coconut
24.1,13.2,30.6,26.22,95.26,6.44,147.74,coconut
19.0,14.4,29.9,25.09,95.74,5.88,194.95,coconut
19.6,13.5,30.6,29.44,96.63,5.63,176.48,coconut
29.9,7.2,29.2,25.09,95.17,5.98,158.33,coconut
31.9,17.0,29.5,27.04,97.49,5.54,214.82,coconut
35.0,8.6,26.2,25.72,98.31,6.16,210.55,coconut
30.0,14.0,31.1,28.44,97.56,5.98,191.28,coconut
26.1,17.9,31.1,28.6,98.21,6.02,194.77,coconut
24.0,9.8,25.0,27.8,97.95,6.47,164.34,coconut
22.9,9.0,25.7,28.86,96.25,6.11,195.34,coconut
24.4,22.5,29.4,26.42,99.48,6.36,145.58,coconut
15.5,6.8,27.9,29.86,97.79,5.87,214.43,coconut
24.1,11.3,34.4,29.25,99.22,6.01,205.0,coconut
18.6,16.5,34.8,26.45,98.97,5.99,133.78,coconut
30.3,8.4,31.3,25.43,99.73,5.79,151.51,coconut
17.6,23.9,32.1,28.71,97.5,5.97,140.45,coconut
26.2,9.9,34.8,28.98,97.06,5.65,204.61,coconut
17.4,8.8,27.1,27.78,98.94,5.81,138.04,coconut
24.3,20.0,27.2,26.1,99.74,6.45,224.09,coconut
31.2,8.8,27.1,26.7,96.59,6.46,204.96,coconut
29.5,8.7,34.1,29.14,95.82,6.37,155.86,coconut
16.6,18.1,31.5,25.47,96.59,6.49,194.45,coconut
29.6,9.3,25.8,26.38,96.24,5.73,148.31,coconut
26.5,11.6,33.2,25.92,97.32,5.51,175.76,coconut
16.1,24.6,32.9,27.45,95.43,6.09,202.08,coconut
18.8,16.4,33.1,28.84,99.01,6.38,219.08,coconut
23.1,16.4,32.9,28.49,99.98,5.51,163.74,coconut
20.6,10.2,27.2,28.55,95.42,6.24,195.88,coconut
20.0,10.1,31.3,28.81,99.38,6.35,221.66,coconut
26.6,23.2,33.1,29.47,95.06,6.47,174.99,coconut
31.0,7.5,29.0,26.36,96.46,5.62,206.55,coconut
15.2,11.3,26.7,27.95,96.27,5.76,176.39,coconut
28.1,7.4,26.8,26.24,99.87,5.9,186.9,coconut
19.8,14.8,25.7,25.17,97.34,5.9,143.0,coconut
28.8,24.9,29.0,28.12,99.81,6.33,174.04,coconut
29.7,7.6,30.1,26.4,95.81,5.93,142.45,coconut
29.0,14.1,30.3,25.73,95.7,6.08,223.58,coconut
16.9,10.7,33.7,25.36,99.38,6.02,168.79,coconut
21.2,10.9,28.1,29.42,98.62,6.17,205.88,coconut
20.1,17.4,29.6,28.91,96.55,6.14,213.81,coconut
23.0,6.3,30.2,26.73,98.36,6.45,176.13,coconut
24.3,18.1,26.0,26.27,99.59,6.17,131.28,coconut
19.1,18.7,32.6,29.2,96.46,6.43,182.53,coconut
28.9,16.9,26.2,29.82,95.61,5.75,207.29,coconut
27.4,21.8,30.2,26.88,99.61,5.54,211.33,coconut
19.6,22.0,26.4,27.9,99.44,5.97,200.92,coconut
31.1,19.7,34.3,27.23,95.87,5.55,153.41,coconut
17.9,16.2,26.8,25.19,95.18,6.33,186.19,coconut
22.2,22.9,25.7,29.9,98.08,5.68,194.51,coconut
30.3,13.6,33.6,25.75,96.39,5.59,150.03,coconut
19.8,23.4,25.8,27.14,97.66,6.4,224.78,coconut
30.1,24.4,32.9,29.82,98.54,5.58,168.18,coconut
27.9,12.0,27.7,27.89,99.67,5.53,203.08,coconut
29.5,24.3,34.3,28.81,97.6,5.7,181.8,coconut
30.3,22.9,32.9,25.98,98.0,5.83,130.87,coconut
19.0,7.3,33.4,26.29,96.42,6.46,166.01,coconut
15.2,10.7,26.2,25.51,95.39,6.09,147.99,coconut
22.2,22.2,29.2,29.58,97.49,5.9,201.29,coconut
102.9,36.8,21.5,23.95,82.9,7.83,71.65,cotton
123.9,45.0,24.8,25.32,84.12,6.51,83.18,cotton
110.6,39.2,24.4,22.08,84.65,6.3,84.58,cotton
111.0,42.0,17.2,24.34,78.48,7.31,60.47,cotton
102.6,37.0,19.2,25.26,83.88,6.49,77.23,cotton
130.7,40.8,19.1,24.1,76.35,6.05,64.58,cotton
125.1,36.5,16.9,23.35,75.78,6.38,87.34,cotton
100.8,48.1,18.8,24.69,80.89,6.45,85.42,cotton
119.7,51.5,19.1,25.94,82.7,7.93,75.43,cotton
118.9,50.1,23.8,25.86,78.25,7.6,66.32,cotton
121.8,38.6,18.5,25.73,76.46,7.26,77.79,cotton
104.8,41.5,20.6,22.75,83.01,7.94,66.44,cotton
107.5,44.1,22.5,23.13,75.2,7.08,88.7,cotton
115.7,43.4,24.7,24.78,82.19,7.13,89.24,cotton
127.6,52.9,22.0,24.94,77.9,6.61,83.49,cotton
111.9,46.3,17.5,25.27,76.11,7.66,78.08,cotton
107.5,45.8,17.8,23.29,78.52,6.13,89.58,cotton
101.3,48.2,18.7,24.58,78.56,7.35,81.88,cotton
127.6,37.3,21.6,23.12,75.29,6.83,73.01,cotton
118.7,49.1,18.1,23.26,75.61,7.37,77.03,cotton
114.0,49.1,20.4,23.88,80.11,7.27,79.8,cotton
111.6,37.8,16.6,24.56,83.73,6.82,65.09,cotton
130.3,51.6,23.8,24.43,83.61,6.03,63.22,cotton
103.7,49.3,15.7,23.99,79.73,6.62,86.11,cotton
106.8,42.0,22.7,22.12,81.73,7.63,87.97,cotton
135.1,41.4,20.9,22.31,77.58,6.19,69.46,cotton
135.0,41.9,20.6,23.73,79.59,7.94,68.88,cotton
125.1,43.4,15.6,23.96,83.13,6.2,62.09,cotton
106.1,50.3,22.2,24.26,79.68,7.78,83.0,cotton
132.5,51.3,21.4,23.83,83.65,7.85,60.71,cotton
102.1,54.2,17.8,25.49,78.89,6.24,62.41,cotton
106.3,40.0,19.9,24.81,84.86,6.88,75.55,cotton
120.9,45.8,20.2,22.04,75.02,6.2,63.05,cotton
128.2,39.1,23.9,25.71,84.76,7.88,68.16,cotton
120.4,38.5,23.1,25.55,83.51,6.87,82.76,cotton
103.9,35.8,22.5,23.7,84.96,6.19,85.67,cotton
119.2,51.5,23.2,25.66,77.98,7.9,64.55,cotton
103.3,43.6,23.3,23.89,83.29,7.46,66.28,cotton
138.0,36.2,24.0,23.22,80.0,6.84,65.16,cotton
114.3,38.9,17.0,22.75,79.89,7.6,77.07,cotton
135.7,47.7,21.9,24.67,79.49,7.38,62.09,cotton
134.4,50.6,17.5,25.07,75.13,6.43,61.95,cotton
131.2,50.1,23.1,22.02,80.01,7.41,64.66,cotton
126.0,36.7,16.8,23.9,81.54,6.29,65.56,cotton
108.2,39.8,17.3,23.58,81.54,6.88,83.28,cotton
128.8,37.5,15.5,25.51,75.8,6.3,60.66,cotton
125.1,46.6,24.9,25.55,79.11,6.74,68.91,cotton
106.1,37.8,16.3,22.46,77.41,6.61,88.85,cotton
123.1,54.8,18.7,23.83,78.25,6.37,64.29,cotton
137.8,54.7,15.4,22.6,79.24,6.37,70.92,cotton
105.2,44.1,17.7,23.41,75.94,6.86,89.5,cotton
113.2,52.5,23.4,25.81,82.9,7.32,85.7,cotton
103.0,44.3,24.9,25.08,84.62,7.56,86.25,cotton
128.3,50.2,20.2,25.7,83.25,7.69,80.19,cotton
112.2,35.7,24.4,24.34,77.98,6.3,84.89,cotton
133.5,51.3,21.5,23.46,78.04,6.02,85.01,cotton
103.5,47.6,20.0,24.11,84.27,6.06,83.2,cotton
102.1,35.8,19.3,22.25,82.89,7.06,60.87,cotton
101.6,47.3,23.1,23.75,80.55,7.6,78.32,cotton
109.0,47.3,21.3,24.94,81.21,7.94,65.92,cotton
138.0,45.8,21.7,22.4,78.81,7.54,81.21,cotton
101.6,45.9,15.9,25.98,83.97,6.04,85.76,cotton
136.8,42.1,22.2,23.77,81.55,6.68,69.68,cotton
117.0,37.9,23.3,23.39,79.0,7.79,74.9,cotton
121.8,54.1,23.9,22.68,79.73,7.94,71.17,cotton
114.9,38.9,16.1,24.96,82.7,7.94,83.2,cotton
109.7,35.8,24.9,23.36,78.12,7.81,77.55,cotton
108.6,52.8,24.9,22.35,83.62,6.78,75.72,cotton
136.6,54.5,17.6,22.85,75.81,7.12,60.41,cotton
116.5,36.5,19.1,22.16,83.35,6.42,69.85,cotton
134.8,49.9,17.2,22.29,82.16,6.78,82.98,cotton
117.8,41.9,19.5,24.99,84.02,6.1,75.72,cotton
101.3,44.4,23.9,23.45,84.32,7.26,88.02,cotton
130.3,37.1,17.3,23.58,76.7,6.99,74.14,cotton
138.3,43.7,22.9,25.77,83.77,6.42,74.88,cotton
113.9,43.0,18.6,25.31,79.52,7.05,89.47,cotton
102.4,44.8,22.7,22.6,81.12,6.48,86.02,cotton
113.1,41.6,21.0,22.73,77.85,6.83,70.61,cotton
121.0,47.0,20.7,24.62,78.08,6.25,82.82,cotton
134.0,40.1,19.1,23.99,80.33,7.32,61.25,cotton
128.9,36.2,19.7,25.31,79.51,6.3,89.55,cotton
135.6,50.4,19.1,22.74,84.41,7.06,85.57,cotton
113.7,41.7,24.9,24.09,76.41,6.44,74.46,cotton
101.7,44.3,19.2,25.12,78.55,7.97,65.42,cotton
123.6,36.8,22.3,25.98,83.19,7.11,74.54,cotton
133.4,53.7,24.9,23.59,84.91,6.31,67.61,cotton
103.6,40.4,22.7,25.41,82.79,7.26,75.42,cotton
128.3,42.8,23.4,24.71,81.98,7.07,86.56,cotton
110.1,42.6,22.8,23.97,83.89,6.69,71.08,cotton
135.5,44.3,20.2,23.33,77.77,7.31,63.6,cotton
135.2,50.6,16.9,24.78,81.03,6.37,68.2,cotton
116.4,49.0,21.4,24.13,82.68,7.52,78.54,cotton
131.5,41.7,23.8,24.46,83.22,7.09,66.55,cotton
121.7,42.4,22.0,23.9,83.36,7.36,80.54,cotton
108.7,54.7,23.4,25.16,78.3,7.07,64.11,cotton
121.5,37.9,20.5,24.59,78.9,7.0,86.27,cotton
104.3,50.8,16.7,22.15,76.86,7.53,72.15,cotton
134.9,45.5,15.2,24.87,76.1,7.58,65.04,cotton
113.8,50.2,24.5,23.49,83.29,6.38,84.22,cotton
126.3,38.9,18.0,22.53,78.83,6.41,79.32,cotton
89.8,35.2,40.4,24.72,84.14,6.76,177.19,jute
74.1,40.4,35.6,24.23,75.53,6.83,165.36,jute
76.0,37.7,44.3,25.68,76.9,6.52,180.67,jute
62.9,42.1,37.5,25.75,83.53,6.87,176.02,jute
87.9,53.6,44.7,23.38,76.61,7.02,177.07,jute
60.6,36.2,43.9,25.61,78.57,7.34,179.68,jute
84.2,43.5,36.1,24.3,79.57,6.83,155.28,jute
89.7,39.9,37.0,24.58,80.37,6.66,188.59,jute
75.5,47.2,42.2,23.08,80.71,7.33,150.87,jute
72.2,53.5,38.5,24.38,84.82,6.3,153.26,jute
85.8,52.4,39.7,24.54,83.36,7.11,163.26,jute
60.5,44.6,43.6,25.69,84.56,7.32,179.0,jute
73.3,50.5,42.4,24.61,75.87,7.39,172.78,jute
70.9,47.6,41.7,23.63,83.37,6.43,159.33,jute
72.2,49.6,44.7,25.43,84.4,6.21,153.56,jute
76.7,40.8,43.3,25.02,84.71,6.38,174.29,jute
75.0,39.8,40.9,24.33,79.47,6.54,150.85,jute
75.7,41.7,35.0,23.92,77.79,6.59,156.59,jute
75.2,48.8,41.3,25.41,79.52,6.78,190.52,jute
72.8,49.0,39.3,24.25,82.6,6.26,166.93,jute
66.7,42.2,37.3,24.74,82.98,7.18,168.23,jute
89.7,46.9,39.0,25.51,82.3,7.12,159.81,jute
74.0,52.2,40.0,25.05,80.88,7.26,164.23,jute
77.3,37.5,41.9,25.2,75.43,7.01,170.73,jute
63.7,43.4,36.9,24.25,78.84,7.11,188.71,jute
78.2,35.5,44.3,25.06,75.34,7.23,160.01,jute
77.4,44.3,39.2,25.67,79.37,6.11,197.33,jute
87.6,48.7,39.7,23.28,82.91,6.11,153.43,jute
76.1,38.2,35.1,24.27,76.37,6.24,153.85,jute
66.2,49.3,43.1,24.36,80.07,6.05,153.47,jute
67.7,45.9,42.4,24.82,78.92,6.18,189.04,jute
70.9,49.7,40.1,25.22,84.07,7.38,176.76,jute
75.3,40.3,44.4,24.37,76.28,6.65,156.35,jute
75.1,46.2,38.4,23.21,84.44,7.16,191.94,jute
71.0,50.2,39.9,23.6,76.24,6.52,156.88,jute
89.9,36.0,39.4,24.36,78.01,6.86,157.5,jute
83.5,41.6,40.9,25.15,83.89,7.25,180.42,jute
71.7,45.1,42.7,25.63,76.04,6.58,188.81,jute
72.9,41.6,39.1,24.81,85.0,6.74,160.42,jute
64.9,35.8,40.6,24.63,77.05,7.04,187.06,jute
67.8,41.9,44.9,24.12,82.61,6.68,189.67,jute
83.1,48.4,43.5,25.82,80.8,6.36,169.93,jute
82.7,48.0,36.8,23.15,81.83,6.38,174.98,jute
82.4,46.3,35.8,23.56,77.19,6.39,178.27,jute
75.1,39.1,35.7,23.51,84.84,6.7,193.37,jute
85.5,45.2,42.1,23.58,81.88,6.41,191.6,jute
62.5,50.5,36.0,25.64,78.04,6.98,174.38,jute
71.0,47.9,44.5,23.12,84.19,6.91,190.37,jute
